Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"COMMERCE RECHANGE AUTOMOBILES","967505660","","45.31Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","PARC D'AFFAIRES Z I  DE CHAPOTIN 69970 CHAPONNAY","69970","69","84","31","12","2024",223982214
"HOPITAL PRIVE DE L'EST LYONNAIS (H.P.E.L.)","971502596","","86.10Z","Human health and social work activities","Human Health and Social Work","140 RUE ANDRE LWOFF 69800 SAINT-PRIEST","69800","69","84","31","7","2024",35978231
"IVORY TOWER (ART & DESIGN LUDIQ)","500384227","","58.21Z","Information and communication","Communication: Media and Publishing","36 RUE DE BRUXELLES 69100 VILLEURBANNE","69100","69","84","32","5","2024",20778038
"CENTRE ETUDES EUROPEEN RHONE ALPES","378153514","","85.42Z","Education","Education","25 RUE DE L'UNIVERSITE 69007 LYON","69007","69","84","32","4","2023",54069289
"FRANCE OFFSET TYPO (FOT)","382104172","","18.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","ZAC SATOLAS GREEN 69330 PUSIGNAN","69330","69","84","22","5","2015",40962185
"SEB DEVELOPPEMENT","016950842","","70.10Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","CS 90229 112 CHEMIN DU MOULIN CARRON 69130 ECULLY","69130","69","84","42","4","2024",414978103
"APRIL - SANTE PREVOYANCE","428702419","","66.22Z","Financial and insurance activities","Financial and Insurance","12 RUE JULIETTE RECAMIER 69006 LYON","69006","69","84","NN","14","2024",302419000
"PERCALL","431939990","","62.02A","Information and communication","Information Technology and Services","4 RUE PAUL MONTROCHET 69002 LYON","69002","69","84","01","9","2024",29912680
"STEF LOGISTIQUE BRIGNAIS","828985911","","52.29B","Transportation and storage","Transportation and Storage","ZONE INDUSTRIELLE SUD LES RONZIERES CHEMIN DES VIEILLES VIGNES 69530 BRIGNAIS","69530","69","84","22","4","2024",42200704
"BABOLAT VS","552131401","","46.49Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","33 QUAI PAUL SEDALLIAN 69009 LYON","69009","69","84","22","5","2021",176933239
"MATERNE","398404194","","10.39B","Manufacturing","Manufacturing: Food, Beverages and Tobacco","45 CHEMIN DES PEUPLIERS 69570 DARDILLY","69570","69","84","31","10","2024",362967367
"VIATRIS SANTE","399295385","","46.46Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","1 RUE DE TURIN 69007 LYON","69007","69","84","41","8","2024",1648144856
"LABORATOIRE AGUETTANT","447800210","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","1 RUE ALEXANDER FLEMING 69007 LYON","69007","69","84","32","4","2024",247684636
"FULLL (FULLL)","443516877","","58.29C","Information and communication","Communication: Media and Publishing","14 RUE RHIN ET DANUBE 69009 LYON","69009","69","84","22","10","2024",25385957
"VENCOREX FRANCE","444187884","","20.14Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","196 ALLEE ALEXANDRE BORODINE 69800 SAINT-PRIEST","69800","69","84","12","8","2023",270677646
"TEAMWORK MANAGEMENT FRANCE (TEAMWORK FRANCE)","478368871","","62.02A","Information and communication","Information Technology and Services","1 RUE JEAN CARMET 69800 SAINT-PRIEST","69800","69","84","32","7","2024",100803895
"RHON'TELECOM (UDC)","753942416","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","PARC MAIL BATIMENT H 523 COURS DU TROISIEME MILLENAIRE 69800 SAINT-PRIEST","69800","69","84","32","6","2024",124796636
"FACEO FM CENTRE EST","537934671","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","51 RUE DU DAUPHINE 69800 SAINT-PRIEST","69800","69","84","NN","6","2024",39480951
"PLASTIC OMNIUM COMPOSITES","306348632","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","19 BOULEVARD JULES CARTERET 69007 LYON","69007","69","84","NN","11","2024",45076061
"GREZDIS","339848954","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","5 RUE LAUNAY 69290 GREZIEU-LA-VARENNE","69290","69","84","22","3","2024",118049529
"XPO VOLUME FRANCE NATIONAL","341152833","","49.41A","Transportation and storage","Transportation and Storage","192 AVENUE THIERS 69006 LYON","69006","69","84","NN","18","2024",80680899
"FORVIS MAZARS","351497649","","69.20Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","109 RUE TETE D'OR 69006 LYON","69006","69","84","31","9","2025",43022544
"SYENSQO FRANCE","352170161","","70.10Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","IMMEUBLE SILEX 2 SOLVAY 9 RUE DES CUIRASSIERS 69003 LYON","69003","69","84","NN","8","2024",720020402
"OPMOBILITY GESTION","410314207","","82.99Z","Administrative and support service activities","Administrative and Support","19 BOULEVARD JULES CARTERET 69007 LYON","69007","69","84","NN","6","2024",146575343
"KINGSPAN LIGHT AIR (ECODIS)","302565544","","22.23Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","31 RUE NICEPHORE NIEPCE 69800 SAINT-PRIEST","69800","69","84","32","7","2024",67555952
"GRAVOTECH MARKING (GII)","334818515","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","ZI PERICA LES MERCIERES 466 RUE DES MERCIERES 69140 RILLIEUX-LA-PAPE","69140","69","84","22","12","2025",32802583
"STRYKER FRANCE SA","333710275","","46.46Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","ZONE D'AMENAGEMENT CONCERTE AVENUE SATOLAS GREEN 69330 PUSIGNAN","69330","69","84","41","9","2024",351872006
"NEUDIS LECLERC","306986027","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZI LYON NORD LD VERS LA PLANCHE RUE AMPERE 69730 GENAY","69730","69","84","22","3","2024",81627436
"GROUPE SEB FRANCE","440410637","","46.49Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","112 CHEMIN DU MOULIN CARRON 69130 ECULLY","69130","69","84","32","15","2024",769992118
"ELKEM SILICONES FRANCE SAS","420611386","","20.16Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","9 RUE SPECIA 69190 SAINT-FONS","69190","69","84","22","10","2024",412275549
"CA-NOUVELLES EXPERTISES & OPERATIONS (CA-NEOPS)","814357091","","63.11Z","Information and communication","Information Technology and Services","590 ALLEE DES HETRES 69760 LIMONEST","69760","69","84","21","5","2024",23818291
"EARLY MAKERS GROUP","841892037","","85.42Z","Education","Education","144 AVENUE JEAN JAURES 69007 LYON","69007","69","84","NN","5","2024",121498290
"CONSULTYS RA","482062585","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","3 PLACE DE LA BOURSE 69002 LYON","69002","69","84","31","5","2024",25253596
"CLAYENS","500212188","","70.10Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","ZI 10 RUE JEAN ROSTAND 69740 GENAS","69740","69","84","32","3","2018",275907180
"CHARLES RIVER LABORATOIRE FRANCE CRLF (CRLF)","086650041","","72.19Z","Professional, scientific and technical activities","Professional: Research and Development","327 IMPASSE DU DOMAINE ROZIER 69210 SAINT-GERMAIN-NUELLES","69210","69","84","32","7","2024",70765827
"STEF LOGISTIQUE GIVORS","342489945","","52.29B","Transportation and storage","Transportation and Storage","ZAC DE LA VALLEE DU GIER RUE DE LA DEMOCRATIE 69700 GIVORS","69700","69","84","31","11","2024",45609115
"OPTEVEN SERVICES","333375426","","82.99Z","Administrative and support service activities","Administrative and Support","10 RUE OLYMPE DE GOUGES 69100 VILLEURBANNE","69100","69","84","32","6","2024",153123517
"CIVRIDIS","323086827","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","473 ROUTE DE LA VALLEE 69380 CIVRIEUX-D'AZERGUES","69380","69","84","32","2","2024",116624727
"BOBST LYON","301165841","","28.95Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","3 RUE EDISON 69500 BRON","69500","69","84","41","5","2024",398345024
"ARROW GENERIQUES (LABORATOIRE ARROW)","433944485","","46.46Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","26 AVENUE TONY GARNIER 69007 LYON","69007","69","84","31","3","2024",310400928
"ENSTO NOVEXIA","432056927","","27.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","210 RUE LEON JOUHAUX 69400 VILLEFRANCHE-SUR-SAONE","69400","69","84","22","5","2024",69240997
"EMALEC","423831437","","43.21A","Construction","Construction","RUE DU CHAPOLY 69290 SAINT-GENIS-LES-OLLIERES","69290","69","84","31","7","2024",45503168
"GATTEFOSSE SAS","389586900","","20.14Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","CS 70070 36 CHEMIN DE GENAS 69800 SAINT-PRIEST","69800","69","84","31","4","2024",111393681
"STEF TRANSPORT LYON (STEF)","410254742","","49.41A","Transportation and storage","Transportation and Storage","81 CHEMIN DE LA MOUCHE 69230 SAINT-GENIS-LAVAL","69230","69","84","22","4","2024",53881342
"EATON EMOBILITY FRANCE (MARTEK POWER)","404969552","","27.90Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","196 RUE DE L'INDUSTRIE 69770 MONTROTTIER","69770","69","84","31","10","2024",83022600
"BOSCH REXROTH D.S.I.","440233864","","28.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","91 BOULEVARD IRENE JOLIOT CURIE 69200 VENISSIEUX","69200","69","84","32","2","2023",142363119
"HOMESERVE","438424384","","66.22Z","Financial and insurance activities","Financial and Insurance","9 RUE ANNA MARLY 69007 LYON","69007","69","84","32","9","2024",142433307
"CITINEA","954500088","","41.20B","Construction","Construction","26 RUE DE LA VILLETTE 69003 LYON","69003","69","84","NN","11","2024",181903630
"ETABLISSEMENTS GINDRE DUCHAVANY","955508817","","24.44Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","131 RUE DE CREQUI 69006 LYON","69006","69","84","NN","4","2024",408053000
"JTEKT EUROPE","967505967","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","ZONE INDUSTRIELLE RUE DU BROTEAU 69540 IRIGNY","69540","69","84","42","7","2024",850033000
"CHLORIDE","712035401","","27.90Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","30 AVENUE DES FRERES MONTGOLFIER 69680 CHASSIEU","69680","69","84","32","5","2024",77194486
"BAYARD","316222595","","28.14Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZONE INDUSTRIELLE 4 AVENUE LIONEL TERRAY 69330 MEYZIEU","69330","69","84","31","12","2025",93510928
"CLINIQUE IRIS-MARCY L'ETOILE","972500508","","86.10Z","Human health and social work activities","Human Health and Social Work","271 RUE DES SOURCES 69280 MARCY-L'ETOILE","69280","69","84","22","4","2024",31020693
"ELORA","340416312","","47.99A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","590 ALLEE DES HETRES 69760 LIMONEST","69760","69","84","11","11","2024",30899165
"BFF","350326484","","10.39A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","38 RUE DE L’AVENIR 69740 GENAS","69740","69","84","22","7","2023",107646776
"CONTITECH ANOFLEX SNC","410279533","","22.19Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","2-12 2 AVENUE BARTHELEMY THIMONNIER 69300 CALUIRE-ET-CUIRE","69300","69","84","32","8","2024",74834070
"GLV VEV","947952487","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","13 RUE SAINT FULBERT 69008 LYON","69008","69","84","NN","2","2024",83113572
"EURONEWS (EURONEWS) (EURONEWS)","387858046","","60.20B","Information and communication","Communication: Media and Publishing","56 QUAI RAMBAUD 69002 LYON","69002","69","84","32","3","2024",58263909
"SA ESKER (ESKER)","331518498","","58.29C","Information and communication","Communication: Media and Publishing","113 BOULEVARD DE LA BATAILLE DE STALINGRAD 69100 VILLEURBANNE","69100","69","84","32","7","2023",178554000
"CRL (COURRIERS RHODANIENS LYON)","334214350","","49.39B","Transportation and storage","Transportation and Storage","23 RUE DE L'AVENIR 69740 GENAS","69740","69","84","NN","9","2024",28314540
"CHARLES RIVER LABORATORIES FRANCE SAFETY ASSESSMENT (IFT)","323840645","","72.19Z","Professional, scientific and technical activities","Professional: Research and Development","LES ONCINS 329 IMPASSE DU DOMAINE ROZIER 69210 SAINT-GERMAIN-NUELLES","69210","69","84","41","2","2024",99419822
"ACTA (ARC EUROPE FRANCE)","385107180","","82.99Z","Administrative and support service activities","Administrative and Support","LES TUILERIES 69760 LIMONEST","69760","69","84","32","4","2024",92241594
"VIGNAL SYSTEMS","450324868","","27.40Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","19 AVENUE DU 24 AOUT 1944 69960 CORBAS","69960","69","84","32","4","2024",98921901
"GAMBRO INDUSTRIES","339488777","","32.50A","Manufacturing","Manufacturing: Furniture and Other","7 AVENUE LIONEL TERRAY 69330 MEYZIEU","69330","69","84","41","5","2024",133903777
"RESMED","407775170","","46.46Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","PARC TECHNOLOGIQUE DE LYON 292 ALLEE JACQUES MONOD 69800 SAINT-PRIEST","69800","69","84","32","5","2024",229466454
"CHARLES PERROUD (DALLOZ JOAILLERIE)","301166138","","32.12Z","Manufacturing","Manufacturing: Furniture and Other","LE CHARPENAY 69210 LENTILLY","69210","69","84","32","2","2023",72152842
"NAOS FRANCE (NAOS FRANCE)","817485725","","46.45Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","IMMEUBLE NEW AGE 141 COURS GAMBETTA 69003 LYON","69003","69","84","NN","3","2024",148799199
"EIFFAGE CONSTRUCTION RHONE LOIRE","799374178","","41.20B","Construction","Construction","3 RUE HRANT DINK 69002 LYON","69002","69","84","22","3","2025",61662292
"OPMOBILITY C-POWER ALPHATECH","519512495","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","19 BOULEVARD JULES CARTERET 69007 LYON","69007","69","84","NN","2","2024",62315719
"ABYLSEN ST-RA","481277911","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","92 COURS VITTON 69006 LYON","69006","69","84","32","4","2024",54375971
"EUROFINS BIOMNIS (EUROFINS BIOMNIS)","493519904","","86.90B","Human health and social work activities","Human Health and Social Work","17-19 17 AVENUE TONY GARNIER 69007 LYON","69007","69","84","32","5","2024",175409761
"TECALEMIT AEROSPACE LUCEAU","840146229","","30.30Z","Manufacturing","Manufacturing: Transport Equipment","ZA DU PARC DES BOSS 9 ROUTE DU DOME 69630 CHAPONOST","69630","69","84","NN","2","2024",38744299
"SOCIETE COATEX","971509070","","20.16Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","ZI LYON NORD 35 RUE AMPERE 69730 GENAY","69730","69","84","22","3","2025",121802714
"MHP-MEDIPOLE HOPITAL PRIVE","493466783","","86.10Z","Human health and social work activities","Human Health and Social Work","CS 60279 158 RUE LEON BLUM 69100 VILLEURBANNE","69100","69","84","41","5","2024",93507758
"CLINIQUE DE LA SAUVEGARDE","509674008","","86.10Z","Human health and social work activities","Human Health and Social Work","LIEUDIT 113 AV DAVID BEN GOURION 69009 LYON 9EME","69009","69","84","32","2","2024",76056748
"FONDERIE VENISSIEUX","477566533","","24.51Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","AV PIERRE COT 69200 VENISSIEUX","69200","69","84","31","2","2025",56287808
"MEYZIEUDIS","379633522","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","RUE DE LA REPUBLIQUE 69330 MEYZIEU","69330","69","84","31","3","2024",91349886
"OPTEVEN ASSURANCES","379954886","","65.12Z","Financial and insurance activities","Financial and Insurance","10 RUE OLYMPE DE GOUGES 69100 VILLEURBANNE","69100","69","84","32","4","2024",153123517
"SAINT JEAN INDUSTRIES","395047426","","24.53Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","180 RUE DES FRERES LUMIERE 69220 BELLEVILLE-EN-BEAUJOLAIS","69220","69","84","32","2","2024",273591000
"FG MANUFACTURE","437573082","","32.12Z","Manufacturing","Manufacturing: Furniture and Other","34 RUE DE VERDUN 69100 VILLEURBANNE","69100","69","84","32","4","2024",57227754
"LR HEALTH & BEAUTY SYSTEMS SAS","529089526","","46.45Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","CITE PARK BAT C 23 AVENUE DE POUMEYROL 69300 CALUIRE-ET-CUIRE","69300","69","84","32","2","2024",24798829
"KEOLIS AUTOCARS PLANCHE","403070154","","49.39A","Transportation and storage","Transportation and Storage","RUE DU CHAMP DU GARET 69400 ARNAS","69400","69","84","32","10","2024",45683178
"INEO RESEAUX HAUTE TENSION (INEO R H T)","409751278","","42.22Z","Construction","Construction","LE PERIPHERIQUE 16 RUE DES BROSSES 69100 VILLEURBANNE","69100","69","84","32","15","2024",70565026
"WURTH ELEKTRONIK FRANCE","955505094","","46.52Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","1861 AVENUE HENRI SCHNEIDER 69330 JONAGE","69330","69","84","32","3","2024",84810550
"ASTRA PLASTIQUE SAS","643780380","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","BOULEVARD NAPOLEON BULLUKIAN 69830 SAINT-GEORGES-DE-RENEINS","69830","69","84","31","1","2025",77612618
"HOPITAL PRIVE JEAN MERMOZ","778137877","","86.10Z","Human health and social work activities","Human Health and Social Work","55 AVENUE JEAN MERMOZ 69008 LYON","69008","69","84","41","7","2024",83013846
"TOOLSTATION","800716953","","46.74A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","75 COURS ALBERT THOMAS 69003 LYON","69003","69","84","NN","56","2024",20597088
"POLYCLINIQUE LYON NORD","844750679","","86.10Z","Human health and social work activities","Human Health and Social Work","65 RUE DES CONTAMINES 69140 RILLIEUX-LA-PAPE","69140","69","84","31","2","2024",30616627
"REMOTE TECHNOLOGY SERVICES FRANCE","889598462","","70.22Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","27 RUE MAURICE FLANDIN 69003 LYON","69003","69","84","41","2","2024",136552074
"HOPITAL PRIVE NATECIA","348384330","","86.10Z","Human health and social work activities","Human Health and Social Work","22 AVENUE ROCKEFELLER 69008 LYON","69008","69","84","32","4","2024",24157493
"VALSERVE","350811097","","28.14Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","90 RUE CHALLEMEL LACOUR 69007 LYON","69007","69","84","32","3","2024",76679741
"MONTABERT","397482647","","28.92Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","203 ROUTE DE GRENOBLE 69800 SAINT-PRIEST","69800","69","84","32","1","2024",128863948
"CLINIQUE DU VAL D'OUEST VENDOME","392721205","","86.10Z","Human health and social work activities","Human Health and Social Work","39 CHEMIN DE LA VERNIQUE 69130 ECULLY","69130","69","84","32","1","2024",39450868
"JST TRANSFORMATEURS","342368479","","27.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","84 AVENUE PAUL SANTY 69008 LYON","69008","69","84","31","1","2025",86690000
"VILLE PERE ET FILS","342384252","","49.41B","Transportation and storage","Transportation and Storage","25 CHEMIN DE LA RENAUDIERE 69850 SAINT-MARTIN-EN-HAUT","69850","69","84","32","3","2024",34495286
"STAUBLI LYON","328103981","","28.94Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","CS 20029 31 RUE DES FRERES LUMIERE 69680 CHASSIEU","69680","69","84","31","1","2024",98134495
"POLYCLINIQUE DU BEAUJOLAIS","305111023","","86.10Z","Human health and social work activities","Human Health and Social Work","120 ANCIENNE ROUTE DE BEAUJEU 69400 ARNAS","69400","69","84","31","1","2024",28008827
"AVIAPARTNER LYON","388007882","","52.23Z","Transportation and storage","Transportation and Storage","AEROGARE PASSAGERS AEROPORT LYON ST EXUPERY 69124 COLOMBIER-SAUGNIEU","69124","69","84","32","7","2024",22485304
"MONDIAL FRIGO-IFC (MONDIAL FRIGO ET IFC)","342751690","","33.20B","Manufacturing","Manufacturing: Furniture and Other","PARC D AFFAIRES LA BANDONNIERE  5 ET 7 5 RUE MAURICE AUDIBERT 69800 SAINT-PRIEST","69800","69","84","32","11","2024",58327261
"CLINIQUE TRENEL","779725753","","86.10Z","Human health and social work activities","Human Health and Social Work","575 RUE DU DOCTEUR TRENEL 69560 SAINTE-COLOMBE","69560","69","84","31","1","2024",23771133
"ROIRET SERVICES","501144646","","43.21A","Construction","Construction","51 RUE DU DAUPHINE 69800 SAINT-PRIEST","69800","69","84","NN","5","2024",30582122
"CEGELEC MOBILITY","537908311","","43.21A","Construction","Construction","22 AVENUE LIONEL TERRAY 69330 JONAGE","69330","69","84","31","4","2024",48104351
"ATELIERS A.S.","954503843","","18.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","131 RUE HENRI BARBUSSE (PIERRE-BENITE) 69310 OULLINS-PIERRE-BENITE","69310","69","84","31","3","2024",35527433
"SANDVIK MINING AND CONSTRUCTION LYON SAS","955509153","","28.92Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZONE INDUSTRIELLE 19 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY 69330 MEYZIEU","69330","69","84","31","2","2024",116789064
"MERSEN FRANCE SB SAS","955511217","","27.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","15 RUE VAUCANSON 69720 SAINT-BONNET-DE-MURE","69720","69","84","32","12","2024",138971001
"FRESENIUS MEDICAL CARE - SMAD (FMC-SMAD)","967501685","","32.50A","Manufacturing","Manufacturing: Furniture and Other","Z.I. DE LA PONTCHONNIERE ROUTE DE LA CHANADE 69210 SAVIGNY","69210","69","84","41","2","2024",286407515
"PIMAN CONSULTANTS (PIMAN CONSULTANTS - PIMAN IT- UPSTEP)","510544497","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","CELTIC PARC AVALON 2 304 ROUTE DEPARTEMENTALE 306 69760 LIMONEST","69760","69","84","32","3","2024",42857367
"ZOLPAN","301621884","","46.73B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","17 QUAI JOSEPH GILLET 69004 LYON","69004","69","84","01","178","2024",161481014
"POLYEXPERT RHONE ALPES AUVERGNE","403208358","","66.21Z","Financial and insurance activities","Financial and Insurance","IMMEUBLE KBIS 4 RUE MAURICE MOISSONNIER 69120 VAULX-EN-VELIN","69120","69","84","21","25","2022",29026117
"S R P POLYSERVICES","444251706","","81.29B","Administrative and support service activities","Administrative and Support","378 AVENUE DE L'INDUSTRIE 69140 RILLIEUX-LA-PAPE","69140","69","84","32","9","2024",21529078
"SARP-OSIS SUD EST","957528474","","37.00Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","40 RUE ANDRE CHENIER 69120 VAULX-EN-VELIN","69120","69","84","03","91","2024",58544755
"TC CONCEPT","799283254","","46.72Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","4 QUAI DES ETROITS 69005 LYON","69005","69","84","NN","32","2024",87828330
"LES INTERIMAIRES PROFESSIONNELS - LIP (LES INTERIMAIRES PROFESSIONNELS - LIP)","879428050","","78.20Z","Administrative and support service activities","Administrative and Support","18 IMPASSE DE L'ASPHALTE 69007 LYON","69007","69","84","22","257","2023",438272177
